62	238.823	243	269.436	816	287.528	1400	303.533
85	150.554	214	155.914	496	140.817	1300	392.815
81	298.961	362	315.067	669	323.051	1600	387.708
57	671.649	525	833.771	1001	888.401	1400	1011.53
66	644.133	372	698.732	911	663.476	1600	899.698
46	471.307	133	514.197	510	459.01	1100	975.619
80	359.346	198	362.842	520	313.956	1500	910.405
78	640.085	501	732.512	946	764.399	1700	834.992
54	284.655	363	325.68	694	336.867	1300	388.078
68	255.461	453	301.318	866	315.78	1400	356.855
71	401.06	431	479.425	857	507.164	1500	553.796
62	322.464	448	410.015	818	434.011	1300	468.594
74	445.391	437	510.655	858	524.497	1400	664.62
75	477.631	451	515.798	865	526.326	1600	601.37
67	650.017	144	764.498	809	681.584	1700	1650.7
94	367.076	346	395.385	800	354.717	1600	896.732
73	357.83	265	378.632	475	377.921	1200	411.041
94	372.839	334	387.75	693	353.84	1700	1218.44
81	326.979	180	379.062	572	333.457	1600	995.404
81	475.984	252	513.616	784	549.528	1600	456.312
59	309.712	237	335.777	466	346.905	1200	269.044
63	287.968	442	320.446	798	339.011	1300	365.389
72	281.062	395	303.445	736	318.832	1500	328.631
93	444.457	236	441.379	531	411.551	1700	1281.02
57	443.83	567	503.507	1078	549.916	1600	510.743
74	425.136	461	482.354	847	501.965	1500	564.963
58	690.985	135	817.537	801	727.474	1600	1642.01
69	368.978	460	432.069	853	454.726	1500	507.54
68	593.809	231	641.642	662	578.36	1400	1383.22
82	286.673	402	314.709	858	337.912	1500	349.331
52	289.372	308	334.781	563	342.444	1000	432.042
54	502.441	440	557.75	906	607.516	1400	595.897
85	381.518	410	415.654	747	404.341	1600	434.448
52	225.719	216	261.139	585	231.863	1100	512.492
73	297.115	199	347.024	508	319.112	1600	1057.23
72	177.329	411	226.644	798	227.724	1600	245.085
66	278.728	377	306.54	734	324.711	1400	346.052
68	616.296	577	688.144	1123	744.409	1700	744.006
51	580.429	523	659.355	958	711.82	1400	762.29
69	181.382	252	225.842	529	235.49	1200	257.857
81	236.293	347	259.126	656	274.969	1500	183.24
95	141.113	360	154.83	783	162.642	1600	177.585
69	334.398	273	371.966	835	403.067	1500	422.51
66	237.247	493	264.079	973	283.52	1500	309.829
60	392.916	541	438.403	966	456.154	1600	451.473
57	522.402	463	626.912	830	663.377	1400	720.785
78	344.363	446	375.626	926	349.315	1600	727.931
73	357.936	352	397.949	661	404.199	1500	284.719
58	309.89	330	341.754	608	354.13	1200	410.755
83	384.215	457	419.258	821	437.645	1600	556.915
57	477.624	619	553.128	1128	597.165	1600	639.285
75	608.387	425	664.822	811	681.871	1600	975.815
81	270.935	303	290.433	568	302.802	1300	324.389
87	1130.48	588	1382.17	1054	1464.73	1700	1629.13
80	559.815	477	604.976	858	624.79	1700	711.565
67	491.859	451	529.068	832	550.729	1500	599.718
83	574.144	398	615.831	769	634.235	1600	757.243
72	259.342	324	280.627	682	295.241	1300	323.651
64	299.662	533	329.828	1185	361.673	1600	385.374
69	189.421	168	222.997	583	236.756	1300	256.338
98	220.455	365	241.579	682	249.894	1400	273.25
55	310.282	450	340.994	847	359.719	1400	390.096
71	653.636	584	733.779	1031	765.293	1600	865.215
50	346.745	128	361.185	505	289.908	1100	629.989
61	453.888	173	468.598	503	396.985	1500	1028.51
81	445.38	440	488.349	860	458.93	1196	436.26
66	145.356	336	173.25	614	176.763	1300	210.63
66	493.674	403	554.552	705	567.854	1400	620.728
68	539.012	556	620.007	1034	665.546	1400	706.973
59	413.051	474	459.762	899	486.119	1300	546.608
59	409.381	573	485.652	1065	522.326	1600	572.762
100	176.918	329	214.793	628	228.912	1500	245.518
67	429.889	397	463.775	852	456.76	1500	667.063
71	371.635	392	404.634	804	426.983	1300	458.504
76	650.931	353	719.547	759	729.523	1600	923.29
